id,quid,question,answer,answer_type,choices,answer_word,facts
119,,"it is the new year and mandy has made a resolution to lose weight this year . she plans to exercise and do yoga . for exercise she plans to workout at the gym and ride her bicycle in the ratio of 2 : 3 everyday . she will also do yoga in the ratio , yoga : exercise = 2 : 3 . if she rides her bike for 10 minutes , how much time will she spend doing yoga ? ( rounded to minutes )",c,MULTIPLE_CHOICE,"a ) 10 min .
b ) 41 min .
c ) 17 min .
d ) 23 min .
e ) 25 min .",,
120,,"the length of the bridge , which a train 180 metres long and travelling at 45 km / hr can cross in 30 seconds , is ?",c,MULTIPLE_CHOICE,"a ) 876 m
b ) 157 m
c ) 195 m
d ) 156 m
e ) 167 m",,
121,,the difference of 2 digit number & the number obtained by interchanging the digits is 36 . what is the difference the sum and the number if the ratio between the digits of the number is 1 : 2 ?,b,MULTIPLE_CHOICE,"a ) 7
b ) 8
c ) 9
d ) 10
e ) 12",,
122,,"at the faculty of aerospace engineering , 312 students study random - processing methods , 232 students study scramjet rocket engines and 112 students study them both . if every student in the faculty has to study one of the two subjects , how many students are there in the faculty of aerospace engineering ?",d,MULTIPLE_CHOICE,"a ) 424 .
b ) 428 .
c ) 430 .
d ) 432 .
e ) 436",,
123,,"if the average ( arithmetic mean ) of a and b is 100 , and the average of b and c is 160 , what is the value of a − c ?",a,MULTIPLE_CHOICE,"a ) − 120
b ) − 100
c ) 100
d ) 135
e ) it can not be determined from the information given",,
124,,"in a company of 11 employees , 5 employees earn $ 32,000 , 4 employees earn $ 45,000 , and the 2 highest - paid employees earn the same amount . if the average annual salary for the 11 employees is $ 48,000 , what is the annual salary for each of the highest - paid employees ?",b,MULTIPLE_CHOICE,"a ) $ 90
000
b ) $ 94
000
c ) $ 98
000
d ) $ 102
000
e ) $ 106
000",,
125,,"if n = 2 ^ 0.20 and n ^ b = 16 , b must equal",c,MULTIPLE_CHOICE,"a ) 3 / 80
b ) 3 / 5
c ) 20
d ) 5 / 3
e ) 80 / 3",,
126,,a man buys an item at rs . 800 and sells it at the loss of 20 percent . then what is the selling price of that item,a,MULTIPLE_CHOICE,"a ) rs . 640
b ) rs . 760
c ) rs . 860
d ) rs . 960
e ) none of these",,
127,,find the expenditure on digging a well 14 m deep and of 3 m diameter at rs . 14 per cubic meter ?,a,MULTIPLE_CHOICE,"a ) 1386
b ) 2799
c ) 2890
d ) 1485
e ) 2780",,
128,,"rani bought more apples than oranges . she sells apples at ₹ 23 apiece and makes 15 % profit . she sells oranges at ₹ 10 apiece and makes 25 % profit . if she gets ₹ 653 after selling all the apples and oranges , find her profit percentage z .",b,MULTIPLE_CHOICE,"a ) 16.8 %
b ) 17.4 %
c ) 17.9 %
d ) 18.5 %
e ) 19.1 %",,
129,,"the sum of digits of a two digit number is 13 , the difference between the digits is 5 . find the number",b,MULTIPLE_CHOICE,"a ) 85
b ) 94
c ) 83
d ) 72
e ) none",,
130,,"if 8 men or 12 women can do a piece of work in 25 days , in how many days can the same work be done by 6 men and 11 women ?",d,MULTIPLE_CHOICE,"a ) 10 days
b ) 11 days
c ) 13 days
d ) 15 days
e ) 17 days",,
131,,a train 140 meters long takes 6 seconds to cross a man walking at 5 kmph in the direction opposite to that of the train . find the speed of the train .,e,MULTIPLE_CHOICE,"a ) 45 kmph
b ) 50 kmph
c ) 55 kmph
d ) 60 kmph
e ) 79 kmph",,
132,,"a train 125 m long passes a man , running at 5 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is :",b,MULTIPLE_CHOICE,"a ) 10 km / hr
b ) 50 km / hr
c ) 14 km / hr
d ) 17 km / hr
e ) 77 km / hr",,
133,,0.002 x 0.6 = ?,a,MULTIPLE_CHOICE,"a ) 0.0012
b ) 0.001
c ) 0.01
d ) 0.1
e ) none of these",,
134,,find the average of all the number between 6 and 34 which are divisible by 5 .,b,MULTIPLE_CHOICE,"a ) 18
b ) 20
c ) 24
d ) 30
e ) 32",,
135,,if the wheel is 14 cm then the number of revolutions to cover a distance of 880 cm is ?,b,MULTIPLE_CHOICE,"a ) a ) 15
b ) b ) 10
c ) c ) 14
d ) d ) 12
e ) e ) 11",,
136,,"a and b can do a piece of work in 7 days , b and c in 8 days , c and a in 9 days . how long will c take to do it ?",c,MULTIPLE_CHOICE,"a ) 14.1 days
b ) 18.8 days
c ) 21.4 days
d ) 24.3 days
e ) 26.5 days",,
137,,"oil cans x and y are right circular cylinders and the height and radius of y are each 5 times those of x . if the oil in can x filled to capacity sells for $ 1 , how much does the oil in y sell for if y is only 1 / 5 th filled ?",a,MULTIPLE_CHOICE,"a ) $ 25
b ) $ 26
c ) $ 27
d ) $ 28
e ) $ 30",,
138,,"what is the smallest positive integer x , such that 1,152 x is a perfect cube ?",d,MULTIPLE_CHOICE,"a ) 4
b ) 6
c ) 8
d ) 12
e ) 18",,
139,,"car x began traveling at an average speed of 35 miles per hour . after 36 minutes , car y began traveling at an average speed of 38 miles per hour . when both cars had traveled the same distance , both cars stopped . how many miles did car x travel from the time car y began traveling until both cars stopped ?",e,MULTIPLE_CHOICE,"a ) 105
b ) 140
c ) 175
d ) 210
e ) 245",,
140,,"cindy has her eye on a sundress but thinks it is too expensive . it goes on sale for 15 % less than the original price . before cindy can buy the dress , however , the store raises the new price by 25 % . if the dress cost $ 51 after it went on sale for 15 % off , what is the difference between the original price and the final price ?",c,MULTIPLE_CHOICE,"a ) $ 0.00
b ) $ 1.00
c ) $ 3.75
d ) $ 5.00
e ) $ 6.80",,
141,,2 trains starting at the same time from 2 stations 200 km apart and going in opposite direction cross each other at a distance of 110 km from one of the stations . what is the ratio of their speeds ?,a,MULTIPLE_CHOICE,"a ) 11 : 9
b ) 11 : 2
c ) 91 : 9
d ) 11 : 1
e ) 11 : 5",,
142,,"a grocer has a sale of rs . 4435 , rs . 4927 , rs . 4855 , rs . 5230 and rs . 4562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 4500 ?",b,MULTIPLE_CHOICE,"a ) 1991
b ) 2991
c ) 3991
d ) 4521
e ) 5991",,
143,,"the set s consists of 5 numbers : { 1 , 2,3 , 4,5 } . if all possible subsets including the null set are created and one subset is chosen at random , what is the probability that the subset has 4 or 5 as its largest number ?",c,MULTIPLE_CHOICE,"a ) 1 / 2
b ) 2 / 3
c ) 3 / 4
d ) 5 / 8
e ) 11 / 16",,
144,,"at the wholesale store you can buy an 8 - pack of hot dogs for $ 1.55 , a 20 - pack for $ 3.05 , and a 250 - pack for $ 22.95 . what is the greatest number of hot dogs you can buy at this store with $ 211 ?",e,MULTIPLE_CHOICE,"a ) 1
108
b ) 2
100
c ) 2
108
d ) 2
124
e ) 2
180",,
145,,what is the sum of all 3 digit integers formed using the digits 34 and 5 ( repetition is allowed ),d,MULTIPLE_CHOICE,"a ) 11982
b ) 11984
c ) 11985
d ) 11988
e ) 11986",,
146,,"two men are going along a track rail in the opposite direction . one goods train crossed the first person in 20 sec . after 10 min the train crossed the other person who is coming in opposite direction in 18 sec . after the train has passed , when the two persons will meet ?",b,MULTIPLE_CHOICE,"a ) 95 minutes
b ) 90 minutes
c ) 88 minutes
d ) 95 minutes
e ) none of these",,
147,,"one pipe can fill a tank three times as fast as another pipe . if together the two pipes can fill tank in 35 min , then the slower pipe alone will be able to fill the tank in ?",e,MULTIPLE_CHOICE,"a ) 229
b ) 787
c ) 144
d ) 128
e ) 140",,
148,,"if x ^ 2 + y ^ 2 = 20 and xy = 3 , then ( x − y ) ^ 2 =",c,MULTIPLE_CHOICE,"a ) 8
b ) 11
c ) 14
d ) 17
e ) 20",,
149,,what is the smallest positive integer x such that 108 x is the cube of a positive integer ?,a,MULTIPLE_CHOICE,"a ) 2
b ) 4
c ) 8
d ) 10
e ) 7",,
150,,"there are 6 people in the elevator . their average weight is 150 lbs . another person enters the elevator , and increases the average weight to 151 lbs . what is the weight of the 7 th person .",a,MULTIPLE_CHOICE,"a ) 157
b ) 168
c ) 189
d ) 190
e ) 200",,
151,,average of money that group of 4 friends pay for rent each month is $ 800 . after one persons rent is increased by 20 % the new mean is $ 860 . what was original rent of friend whose rent is increased ?,e,MULTIPLE_CHOICE,"a ) 800
b ) 900
c ) 1000
d ) 1100
e ) 1200",,
152,,if 11.25 m of a uniform steel rod weighs 42.75 kg . what will be the weight of 10 m of the same rod ?,a,MULTIPLE_CHOICE,"a ) 38 kg
b ) 25.6 kg
c ) 28 kg
d ) 26.5 kg
e ) none of these",,
153,,"8 men can dig a pit in 20 days . if a man works half as much again a s a boy , then 4 men and 9 boys can dig a similar pit in :",d,MULTIPLE_CHOICE,"a ) 10 days
b ) 12 days
c ) 15 days
d ) 16 days
e ) 20 days",,
154,,john makes $ 40 a week from his job . he earns a raise and now makes $ 70 a week . what is the % increase ?,e,MULTIPLE_CHOICE,"a ) 16 %
b ) 16.66 %
c ) 17.9 %
d ) 18.12 %
e ) 75 %",,
155,,a train is 410 meter long is running at a speed of 45 km / hour . in what time will it pass a bridge of 140 meter length,b,MULTIPLE_CHOICE,"a ) 20 seconds
b ) 44 seconds
c ) 40 seconds
d ) 50 seconds
e ) none of these",,
156,,the sum of the fourth and twelfth term of an arithmetic progression is 20 . what is the sum of the first 15 terms of the arithmetic progression ?,c,MULTIPLE_CHOICE,"a ) 3
b ) 1 / 3
c ) 2
d ) 9
e ) 1 / 9",,
157,,"the average ( arithmetic mean ) of 4 positive integers is 50 . if the average of 2 of these integers is 40 , what is the greatest possible value that one of the other 2 integers can have ?",c,MULTIPLE_CHOICE,"a ) 55
b ) 65
c ) 119
d ) 109
e ) 115",,
158,,"if f ( x ) = 3 x ^ 4 - 4 x ^ 3 - 2 x ^ 2 + 6 x , then f ( - 1 ) =",b,MULTIPLE_CHOICE,"a ) - 2
b ) - 1
c ) 0
d ) 1
e ) 2",,
159,,"an uneducated retailer marks all his goods at 50 % above the cost price and thinking that he will still make 25 % profit , offers a discount of 25 % on the marked price . what is his actual profit on the sales ?",a,MULTIPLE_CHOICE,"a ) 12.50 %
b ) 13.50 %
c ) 14 %
d ) 14.50 %
e ) none",,
160,,"the mass of 1 cubic meter of a substance is 300 kg under certain conditions . what is the volume in cubic centimeters of 1 gram of this substance under these conditions ? ( 1 kg = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",a,MULTIPLE_CHOICE,"a ) 3.33
b ) 3.34
c ) 3.53
d ) 5.32
e ) 3.92",,
161,,a dishonest person wants to make a profit on the selling of milk . he would like to mix water ( costing nothing ) with milk costing 33 $ per litre so as to make a profit of 50 % on cost when he sells the resulting milk and water mixture for 36 $ . in what ratio should he mix the water and milk ?,c,MULTIPLE_CHOICE,"a ) 1 : 20
b ) 1 : 10
c ) 3 : 8
d ) 3 : 4
e ) 3 : 2",,
162,,a train 520 m long can cross an electric pole in 20 sec and then find the speed of the train ?,b,MULTIPLE_CHOICE,"a ) 88 kmph
b ) 94 kmph
c ) 72 kmph
d ) 16 kmph
e ) 18 kmph",,
163,,in a throw of dice what is the probability of ge æ « ng number greater than 4,b,MULTIPLE_CHOICE,"a ) 1 / 2
b ) 1 / 3
c ) 1 / 5
d ) 1 / 6
e ) none of these",,
164,,"in a particular state , 60 % of the counties received some rain on monday , and 65 % of the counties received some rain on tuesday . no rain fell either day in 25 % of the counties in the state . what percent of the counties received some rain on monday and tuesday ?",c,MULTIPLE_CHOICE,"a ) 12.5 %
b ) 40 %
c ) 50 %
d ) 60 %
e ) 67.5 %",,
165,,two boys starts from the same place walking at the rate of 5 kmph and 5.5 kmph respectively in the same direction . what time will they take to be 8.5 km apart ?,a,MULTIPLE_CHOICE,"a ) 17 hr
b ) 14 hr
c ) 12 hr
d ) 19 hr
e ) 23 hr",,
166,,"two dogsled teams raced across a 300 mile course in wyoming . team a finished the course in 3 fewer hours than team q . if team a ' s average speed was 5 mph greater than team q ' s , what was team q ' s average mph ?",d,MULTIPLE_CHOICE,"a ) 12
b ) 15
c ) 18
d ) 20
e ) 25",,
167,,"the average salary of the employees in a office is rs . 120 / month . the avg salary of officers is rs . 460 and of non officers is rs 110 . if the no . of officers is 15 , then find the no of nonofficers in the office .",e,MULTIPLE_CHOICE,"a ) 400
b ) 420
c ) 430
d ) 450
e ) 510",,
168,,the h . c . f . of two numbers is 10 and the other two factors of their l . c . m . are 13 and 14 . the larger of the two numbers is :,d,MULTIPLE_CHOICE,"a ) 100
b ) 120
c ) 180
d ) 140
e ) 60",,
169,,"a and b began business with rs . 3000 and rs . 4000 after 8 months , a withdraws rs . 1000 and b advances rs . 1000 more . at the end of the year , their profits amounted to rs . 672 find the share of a .",a,MULTIPLE_CHOICE,"a ) 256
b ) 388
c ) 379
d ) 277
e ) 122",,
170,,a cricketer whose bowling average is 12.4 runs per wicket takes 5 wickets for 26 runs and there by decreases his average by 0.4 . the number age of the family now is ?,d,MULTIPLE_CHOICE,"a ) 17
b ) 98
c ) 88
d ) 85
e ) 83",,
171,,a began business with rs . 27000 and was joined afterwards by b with rs . 54000 . when did b join if the profits at the end of the year were divided in the ratio of 2 : 1 ?,a,MULTIPLE_CHOICE,"a ) 9
b ) 6
c ) 7
d ) 8
e ) 2",,
172,,"in a recent election , james received 2.1 percent of the 2,000 votes cast . to win the election , a candidate needed to receive more than 46 percent of the vote . how many additional votes would james have needed to win the election ?",b,MULTIPLE_CHOICE,"a ) 901
b ) 879
c ) 990
d ) 991
e ) 1
001",,
173,,"a , band c can do a piece of work in 11 days , 20 days and 20 days respectively , working alone . how soon can the work be done if a is assisted by band c on alternate days ?",a,MULTIPLE_CHOICE,"a ) 7 days
b ) 8 days
c ) 9 days
d ) 10 days
e ) 11 days",,
174,,let c be defined as the sum of all prime numbers between 0 and 38 . what is c / 3,b,MULTIPLE_CHOICE,"a ) 155
b ) 76.6
c ) 61
d ) 47
e ) 43",,
175,,"out of 40 applicants to a law school , 15 majored in political science , 20 had a grade point average higher than 3.0 , and 10 did not major in political science and had a gpa equal to or lower than 3.0 . how many t applicants majored in political science and had a gpa higher than 3.0 ?",a,MULTIPLE_CHOICE,"a ) 5
b ) 10
c ) 15
d ) 25
e ) 35",,
176,,two numbers a and b are such that the sum of 5 % of a and 2 % of b is two - third of the sum of 6 % of a and 8 % of b . find the ratio of a : b .,d,MULTIPLE_CHOICE,"a ) 2 : 1
b ) 1 : 2
c ) 4 : 3
d ) 10 : 3
e ) 3 : 2",,
177,,"a man invests some money partly in 9 % stock at 96 and partly in 12 % stock at 120 . to obtain equal dividends from both , he must invest the money in the ratio ?",c,MULTIPLE_CHOICE,"a ) 16 : 18
b ) 16 : 13
c ) 16 : 15
d ) 16 : 12
e ) 16 : 11",,
178,,20 men do a work in 20 days . how many men are needed to finish the work in 10 days ?,e,MULTIPLE_CHOICE,"a ) 50
b ) 20
c ) 30
d ) 10
e ) 40",,
179,,"if 5 a = 6 b and ab ≠ 0 , what is the ratio of a / 6 to b / 5 ?",c,MULTIPLE_CHOICE,"a ) 36 / 25
b ) 10 / 12
c ) 1
d ) 1 / 5
e ) 25 / 36",,
180,,a dishonest milkman wants to make a profit on the selling of milk . he would like to mix water ( costing nothing ) with milk costing rs . 33 per litre so as to make a profit of 25 % on cost when he sells the resulting milk and water mixture for rs . 36 in what ratio should he mix the water and milk ?,e,MULTIPLE_CHOICE,"a ) 1 : 20
b ) 1 : 10
c ) 1 : 8
d ) 1 : 4
e ) 21 : 124",,
181,,"gary ’ s gas station serves an average of 15 cars per hour on saturdays , 10 cars per hour on sundays , and 9 cars per hour on all other days of the week . if the station is open from 6 a . m . to 10 p . m . every day , how many cars does gary ’ s station serve over the course of a typical week ?",a,MULTIPLE_CHOICE,"a ) 1
120
b ) 1
200
c ) 1
240
d ) 1
280
e ) 1
320",,
182,,x does a work in 20 days . y does the same work in 30 days . in how many days they together will do the same work ?,b,MULTIPLE_CHOICE,"a ) 10
b ) 12
c ) 20
d ) 30
e ) 15",,
183,,jack and jill are marathon runners . jack can finish a marathon ( 42 km ) in 3.5 hours and jill can run a marathon in 4.2 hours . what is the ratio of their average running speed ? ( jack : jill ),d,MULTIPLE_CHOICE,"a ) 14 / 15
b ) 15 / 14
c ) 4 / 5
d ) 6 / 5
e ) can not be determined",,
184,,"a container contains 1000 liters of milk , from this container 10 liters of milk was taken out and replaced by water . this process was repeated further 2 times . how much milk is now contained by the container ?",a,MULTIPLE_CHOICE,"a ) 970.3 liters
b ) 1000.45 liters
c ) 879.65 liters
d ) 1020.56 liters
e ) 910.95 liters",,
185,,"the workforce of company x is 60 % female . the company hired 20 additional male workers , and as a result , the percent of female workers dropped to 50 % . how many employees did the company have after hiring the additional male workers ?",a,MULTIPLE_CHOICE,"a ) 145
b ) 188
c ) 189
d ) 190
e ) 191",,
186,,"the ratio between the perimeter and the width of a rectangle is 5 : 1 . if the area of the rectangle is 216 sq . cm , what is the width of the rectangle ?",a,MULTIPLE_CHOICE,"a ) 12 cm
b ) 16 cm
c ) 18 cm
d ) 20 cm
e ) 22 cm",,
